SummitCode,AssociationName,RegionName,SummitName,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
W7I/NP-201,USA - Idaho,ID - Northern Panhandle,3060,-116.5032,48.1766,1,0,40452,73050,1,43491,KG6HQD
W7I/SI-007,USA - Idaho,ID - SouthEastern Idaho,Midnight Mountain,-111.5724,42.2702,6,3,40452,73050,1,41487,N7NGO
W7I/SI-009,USA - Idaho,ID - SouthEastern Idaho,Oxford Peak,-112.0962,42.2674,6,3,40452,73050,2,44830,KJ7GRQ
W7I/SI-012,USA - Idaho,ID - SouthEastern Idaho,Bonneville Peak,-112.1411,42.7633,6,3,40452,73050,7,45586,KK7GJM
W7I/SI-015,USA - Idaho,ID - SouthEastern Idaho,Sedgwick Peak,-111.9234,42.5158,6,3,40452,73050,41,45483,KJ7GRQ
W7I/SI-034,USA - Idaho,ID - SouthEastern Idaho,Old Tom Mountain,-112.3207,42.6237,6,3,40452,73050,9,45574,KJ7GRQ
W7I/SI-037,USA - Idaho,ID - SouthEastern Idaho,Scout Mountain,-112.3457,42.6775,6,3,40452,73050,19,45478,KJ7GRQ
W7I/SI-052,USA - Idaho,ID - SouthEastern Idaho,Sulphur Peak,-111.428,42.6406,6,3,40452,73050,6,45570,N0DNF
W7I/SI-068,USA - Idaho,ID - SouthEastern Idaho,Thatcher Hill,-111.8533,42.4005,6,3,40452,73050,1,44823,KI7EMX
W7I/SI-075,USA - Idaho,ID - SouthEastern Idaho,Pine Spring Ridge,-111.2319,42.1335,6,3,40452,73050,1,41886,W7MCP
W7I/SI-080,USA - Idaho,ID - SouthEastern Idaho,Sheep Creek Hills,-111.2128,42.3189,6,3,40452,73050,1,41866,W7MCP
W7I/SI-084,USA - Idaho,ID - SouthEastern Idaho,Wood Benchmark,-112.3656,42.0592,6,3,40452,73050,9,45489,KJ7GRQ
W7I/SI-087,USA - Idaho,ID - SouthEastern Idaho,7767,-112.103,42.8072,6,3,40452,73050,4,45532,KJ7GRQ
W7I/SI-093,USA - Idaho,ID - SouthEastern Idaho,7695,-112.3937,42.066,6,3,40452,73050,8,45489,KJ7GRQ
W7I/SI-108,USA - Idaho,ID - SouthEastern Idaho,7496,-111.881,42.5466,4,3,40452,73050,4,45479,KJ7GRQ
W7I/SI-110,USA - Idaho,ID - SouthEastern Idaho,7492,-112.9306,42.37,4,3,40452,73050,2,45558,N0DNF
W7I/SI-115,USA - Idaho,ID - SouthEastern Idaho,Hartley Peak,-112.95,42.408,4,3,40452,73050,1,45554,KJ7GRQ
W7I/SI-120,USA - Idaho,ID - SouthEastern Idaho,7424,-112.9294,42.387,4,3,40452,73050,1,45529,KJ7GRQ
W7I/SI-123,USA - Idaho,ID - SouthEastern Idaho,Taylor Mountain,-111.9208,43.306,4,3,40452,73050,3,45572,KR7W
W7I/SI-128,USA - Idaho,ID - SouthEastern Idaho,Tygee Ridge,-111.0505,42.7196,4,3,40452,73050,1,41860,NJ7V
W7I/SI-129,USA - Idaho,ID - SouthEastern Idaho,7342,-112.7419,42.548,4,3,40452,73050,1,41748,KG7GPK
W7I/SI-131,USA - Idaho,ID - SouthEastern Idaho,Indian Mountain,-112.3464,42.7458,4,3,40452,73050,6,45440,N0DNF
W7I/SI-133,USA - Idaho,ID - SouthEastern Idaho,Helene Peak,-112.9514,42.4228,4,3,40452,73050,1,45488,KJ7GRQ
W7I/SI-135,USA - Idaho,ID - SouthEastern Idaho,MLD Benchmark,-112.4511,42.1995,4,3,40452,73050,12,45421,N0DNF
W7I/SI-136,USA - Idaho,ID - SouthEastern Idaho,Rock Knoll,-112.4944,42.7728,4,3,40452,73050,17,45533,KJ7GRQ
W7I/SI-141,USA - Idaho,ID - SouthEastern Idaho,7204,-112.0463,42.7802,4,3,40452,73050,3,45507,KJ7GRQ
W7I/SI-142,USA - Idaho,ID - SouthEastern Idaho,7180,-112.0734,42.5571,4,3,40452,73050,7,45514,N0DNF
W7I/SI-143,USA - Idaho,ID - SouthEastern Idaho,MLD Az Benchmark,-112.4544,42.1849,4,3,40452,73050,15,45629,KJ7GRQ
W7I/SI-145,USA - Idaho,ID - SouthEastern Idaho,7155,-112.9241,42.329,4,3,40452,73050,1,45528,KJ7GRQ
W7I/SI-148,USA - Idaho,ID - SouthEastern Idaho,Reservoir Mountain,-111.6769,42.907,4,3,40452,73050,1,45548,KJ7GRQ
W7I/SI-151,USA - Idaho,ID - SouthEastern Idaho,7102,-112.0752,42.5953,4,3,40452,73050,3,44781,N0DNF
W7I/SI-153,USA - Idaho,ID - SouthEastern Idaho,7081,-112.4596,42.7673,4,3,40452,73050,23,45485,KJ7GRQ
W7I/SI-155,USA - Idaho,ID - SouthEastern Idaho,7058,-112.1537,42.8502,4,3,40452,73050,5,45463,N0DNF
W7I/SI-160,USA - Idaho,ID - SouthEastern Idaho,7017,-111.6739,42.6794,4,3,40452,73050,1,45143,N0DNF
W7I/SI-166,USA - Idaho,ID - SouthEastern Idaho,6945,-112.3776,42.5978,4,3,40452,73050,8,45294,KJ7GRQ
W7I/SI-171,USA - Idaho,ID - SouthEastern Idaho,6901,-111.5582,42.9384,4,3,40452,73050,8,45460,KJ7GRQ
W7I/SI-172,USA - Idaho,ID - SouthEastern Idaho,6890,-112.8281,42.2213,4,3,40452,73050,6,45433,KJ7GRQ
W7I/SI-177,USA - Idaho,ID - SouthEastern Idaho,Chinese Peak,-112.363,42.8488,4,3,40452,73050,73,45670,N0DNF
W7I/SI-180,USA - Idaho,ID - SouthEastern Idaho,Turner Benchmark,-111.853,42.5937,4,3,40452,73050,14,45521,N0DNF
W7I/SI-183,USA - Idaho,ID - SouthEastern Idaho,Treasureton Hill,-111.8688,42.3062,4,3,40452,73050,1,44837,N0DNF
W7I/SI-185,USA - Idaho,ID - SouthEastern Idaho,Rabbit Mountain,-111.5558,42.6681,4,3,40452,73050,17,45632,KJ7GRQ
W7I/SI-186,USA - Idaho,ID - SouthEastern Idaho,Moonlight Mountain,-112.2914,42.8999,4,3,40452,73050,12,45604,N0DNF
W7I/SI-188,USA - Idaho,ID - SouthEastern Idaho,6620,-112.3087,42.9296,4,3,40452,73050,19,45606,N0DNF
W7I/SI-190,USA - Idaho,ID - SouthEastern Idaho,Camelback Mountain,-112.3503,42.8813,4,3,40452,73050,20,45672,N0DNF
W7I/SI-193,USA - Idaho,ID - SouthEastern Idaho,Chester Hill,-111.611,42.6747,4,3,40452,73050,17,45628,KJ7GRQ
W7I/SI-194,USA - Idaho,ID - SouthEastern Idaho,6482,-112.7398,42.5703,4,3,40452,73050,3,45456,KJ7GRQ
W7I/SI-197,USA - Idaho,ID - SouthEastern Idaho,Buckskin Mountain,-111.8741,42.6264,4,3,40452,73050,16,45631,KJ7GRQ
W7I/SI-203,USA - Idaho,ID - SouthEastern Idaho,Cedar Mountain,-112.3179,42.5574,4,3,40452,73050,4,45079,KJ7GRQ
W7I/SI-208,USA - Idaho,ID - SouthEastern Idaho,6180,-112.2294,42.8318,4,3,40452,73050,7,45407,KJ7GRQ
W7I/SI-211,USA - Idaho,ID - SouthEastern Idaho,Lookout Mountain,-112.7208,42.1871,4,3,40452,73050,7,45440,KJ7GRK
W7I/SI-215,USA - Idaho,ID - SouthEastern Idaho,Howard Mountain,-112.5184,42.8626,2,3,40452,73050,181,45660,KJ7GRQ
W7I/SI-216,USA - Idaho,ID - SouthEastern Idaho,Cedar Butte,-112.9069,43.3896,2,3,40452,73050,10,45627,N0DNF
W7I/SI-217,USA - Idaho,ID - SouthEastern Idaho,5779,-112.0037,42.6259,2,3,40452,73050,19,45638,KJ7GRQ
W7I/SI-219,USA - Idaho,ID - SouthEastern Idaho,Stone Hills,-112.7796,42.0057,2,3,40452,73050,1,45627,KJ7GRQ
W7I/SI-221,USA - Idaho,ID - SouthEastern Idaho,Little Mountain,-111.9513,42.1685,2,3,40452,73050,1,45567,KK7GJM
W7I/SI-222,USA - Idaho,ID - SouthEastern Idaho,Little Mountain,-111.8257,42.0271,2,3,40452,73050,6,45676,KK7GJM
W7I/SI-224,USA - Idaho,ID - SouthEastern Idaho,8037,-112.324,42.6989,6,3,43647,73050,5,45469,N0DNF
W7I/SI-227,USA - Idaho,ID - SouthEastern Idaho,7060,-112.4941,42.7345,4,3,43647,73050,4,45503,KJ7GRQ
W7I/SR-001,USA - Idaho,ID - SouthWestern Region,9980,-114.9878,43.9487,8,3,40452,73050,1,44394,N0DNF
W7I/SR-012,USA - Idaho,ID - SouthWestern Region,Trinity Mountain,-115.429,43.5988,6,3,40452,73050,6,45184,KF7DDT
W7I/SR-022,USA - Idaho,ID - SouthWestern Region,9037,-115.4495,43.6102,6,3,40452,73050,3,45186,KF7DDT
W7I/SR-035,USA - Idaho,ID - SouthWestern Region,8554,-115.4698,43.5968,6,3,40452,73050,2,45185,KFTDDT
W7I/SR-038,USA - Idaho,ID - SouthWestern Region,Granite Mountain,-116.2012,45.0975,6,3,40452,73050,10,45515,K7MK
W7I/SR-039,USA - Idaho,ID - SouthWestern Region,Hayden Peak,-116.6574,42.9804,6,3,40452,73050,4,43716,KT7WW
W7I/SR-041,USA - Idaho,ID - SouthWestern Region,Echols Mountain,-116.5341,45.1598,6,3,40452,73050,1,45137,K7TPH
W7I/SR-042,USA - Idaho,ID - SouthWestern Region,Slab Butte,-116.1413,45.0924,6,3,40452,73050,2,45151,K7MK
W7I/SR-044,USA - Idaho,ID - SouthWestern Region,Scotch Benchmark,-115.3798,43.6897,6,3,40452,73050,4,45212,KG7VLX
W7I/SR-048,USA - Idaho,ID - SouthWestern Region,Council Mountain,-116.2693,44.7107,6,3,40452,73050,1,43302,K7MK
W7I/SR-049,USA - Idaho,ID - SouthWestern Region,Pollock Mountain,-116.4122,45.194,6,3,40452,73050,1,44063,K7TPH
W7I/SR-050,USA - Idaho,ID - SouthWestern Region,Quicksilver Mountain,-116.632,42.9477,6,3,40452,73050,1,41188,W7IMC
W7I/SR-053,USA - Idaho,ID - SouthWestern Region,Mica Ridge,-116.1774,44.6474,6,3,40452,73050,2,44771,N7FRO
W7I/SR-055,USA - Idaho,ID - SouthWestern Region,Cuddy Mountain,-116.7842,44.7712,6,3,40452,73050,2,45127,W7IMC
W7I/SR-056,USA - Idaho,ID - SouthWestern Region,Brundage Mountain,-116.1282,45.0213,6,3,40452,73050,11,45535,K7MK
W7I/SR-057,USA - Idaho,ID - SouthWestern Region,South Mountain,-116.914,42.74,6,3,40452,73050,1,41076,W7IMC
W7I/SR-061,USA - Idaho,ID - SouthWestern Region,House Mountain,-115.4876,43.4332,6,3,40452,73050,6,45113,W7IMC
W7I/SR-063,USA - Idaho,ID - SouthWestern Region,Sturgill Peak,-116.9435,44.6199,6,3,40452,73050,3,45126,W7IMC
W7I/SR-064,USA - Idaho,ID - SouthWestern Region,7470,-115.3745,43.7368,4,3,40452,73050,1,45212,KG7VLX
W7I/SR-068,USA - Idaho,ID - SouthWestern Region,Jack Benchmark,-116.8507,43.1157,4,3,40452,73050,1,41060,W7IMC
W7I/SR-069,USA - Idaho,ID - SouthWestern Region,7420,-116.1851,45.0478,4,3,40452,73050,10,45501,K7MK
W7I/SR-070,USA - Idaho,ID - SouthWestern Region,Hitt Peak,-116.9257,44.5941,4,3,40452,73050,1,42196,KF7NOZ
W7I/SR-072,USA - Idaho,ID - SouthWestern Region,No Business Mountain,-116.2001,44.7655,4,3,40452,73050,9,45507,KK7PRO
W7I/SR-073,USA - Idaho,ID - SouthWestern Region,Slacks Mountain,-116.7365,43.0724,4,3,40452,73050,1,41060,W7IMC
W7I/SR-074,USA - Idaho,ID - SouthWestern Region,Indian Mountain,-116.2493,44.5993,4,3,40452,73050,2,45510,KK7PRO
W7I/SR-075,USA - Idaho,ID - SouthWestern Region,Rough Mountain,-116.3712,42.7557,4,3,40452,73050,3,43422,W7BET
W7I/SR-078,USA - Idaho,ID - SouthWestern Region,6940,-115.488,43.4048,4,3,40452,73050,1,42092,AF7FQ
W7I/SR-084,USA - Idaho,ID - SouthWestern Region,Juniper Mountain,-116.8734,42.4491,4,3,40452,73050,2,43967,K5PSN
W7I/SR-085,USA - Idaho,ID - SouthWestern Region,Granite Mountain,-115.4997,43.3749,4,3,40452,73050,1,42091,AF7FQ
W7I/SR-087,USA - Idaho,ID - SouthWestern Region,6813,-116.9718,42.7419,4,3,40452,73050,1,41076,W7IMC
W7I/SR-089,USA - Idaho,ID - SouthWestern Region,Squaw Butte,-116.8849,43.2629,4,3,40452,73050,2,41638,N7NGO
W7I/SR-090,USA - Idaho,ID - SouthWestern Region,Bald Mountain,-116.3474,42.7139,4,3,40452,73050,5,44345,KG7VLX
W7I/SR-091,USA - Idaho,ID - SouthWestern Region,Danskin Peak,-115.6587,43.413,4,3,40452,73050,14,45577,KJ7GRQ
W7I/SR-093,USA - Idaho,ID - SouthWestern Region,Toy Mountain,-116.5074,42.856,4,3,40452,73050,1,41714,W7IMC
W7I/SR-094,USA - Idaho,ID - SouthWestern Region,Summit Benchmark,-115.3465,43.2296,4,3,40452,73050,7,45562,KG7GRQ
W7I/SR-095,USA - Idaho,ID - SouthWestern Region,6591,-115.5217,43.4026,4,3,40452,73050,1,42092,AF7FQ
W7I/SR-099,USA - Idaho,ID - SouthWestern Region,6517,-115.1564,43.4155,4,3,40452,73050,4,44479,KG7VLX
W7I/SR-100,USA - Idaho,ID - SouthWestern Region,6497,-116.5366,42.876,4,3,40452,73050,1,41377,W7IMC
W7I/SR-101,USA - Idaho,ID - SouthWestern Region,Iron Mountain,-117.0285,44.5504,4,3,40452,73050,2,45126,W7IMC
W7I/SR-112,USA - Idaho,ID - SouthWestern Region,6250,-115.3507,43.6406,4,3,40452,73050,1,45212,KG7VLX
W7I/SR-113,USA - Idaho,ID - SouthWestern Region,Brush Mountain,-116.3912,45.1305,4,3,40452,73050,1,45543,K7TPH
W7I/SR-115,USA - Idaho,ID - SouthWestern Region,Doyle Mountain,-116.3809,42.8278,4,3,40452,73050,1,41705,W7IMC
W7I/SR-117,USA - Idaho,ID - SouthWestern Region,6140,-116.853,43.203,4,3,40452,73050,1,41665,W7IMC
W7I/SR-118,USA - Idaho,ID - SouthWestern Region,Bald Mountain,-116.9643,42.3516,4,3,40452,73050,1,44106,W7IMC
W7I/SR-119,USA - Idaho,ID - SouthWestern Region,Swisher Mountain,-116.9882,43.046,4,3,40452,73050,1,41609,W7IMC
W7I/SR-120,USA - Idaho,ID - SouthWestern Region,6043,-116.2161,44.4056,4,3,40452,73050,1,41524,KF7NOZ
W7I/SR-121,USA - Idaho,ID - SouthWestern Region,Monroe Butte,-117.0282,44.5204,4,3,40452,73050,1,45125,W7IMC
W7I/SR-123,USA - Idaho,ID - SouthWestern Region,Devil's Hole Peak,-115.6804,43.4443,2,3,40452,73050,10,45240,K7MK
W7I/SR-124,USA - Idaho,ID - SouthWestern Region,Lucky Peak,-116.0613,43.6053,2,3,40452,73050,48,45562,KK7A
W7I/SR-125,USA - Idaho,ID - SouthWestern Region,Grape Mountain,-115.7714,43.6083,2,3,40452,73050,1,42251,K7MK
W7I/SR-126,USA - Idaho,ID - SouthWestern Region,Squaw Butte,-116.4119,44.0327,2,3,40452,73050,12,44961,KG7KKE
W7I/SR-127,USA - Idaho,ID - SouthWestern Region,Little Fiddler,-115.7206,43.4834,2,3,40452,73050,1,40903,W7IMC
W7I/SR-128,USA - Idaho,ID - SouthWestern Region,Flattop Butte,-116.9422,43.2382,2,3,40452,73050,3,44561,N7NGO
W7I/SR-129,USA - Idaho,ID - SouthWestern Region,5761,-115.4754,43.3006,2,3,40452,73050,5,45287,KG7KKE
W7I/SR-130,USA - Idaho,ID - SouthWestern Region,5740,-115.408,43.3283,2,3,40452,73050,13,45273,KG7KKE
W7I/SR-132,USA - Idaho,ID - SouthWestern Region,Don Benchmark,-115.5111,43.2814,2,3,40452,73050,17,45347,K7MK
W7I/SR-134,USA - Idaho,ID - SouthWestern Region,5651,-116.2888,42.7465,2,3,40452,73050,1,41705,W7IMC
W7I/SR-135,USA - Idaho,ID - SouthWestern Region,5580,-115.5558,43.3375,2,3,40452,73050,12,45269,K7MK
W7I/SR-136,USA - Idaho,ID - SouthWestern Region,Lost Benchmark,-116.4465,44.9429,2,3,40452,73050,3,44727,N7KOM
W7I/SR-138,USA - Idaho,ID - SouthWestern Region,5505,-115.4547,43.3448,2,3,40452,73050,13,45347,K7MK
W7I/SR-141,USA - Idaho,ID - SouthWestern Region,Soldier Cap,-116.7569,43.2833,2,3,40452,73050,4,44464,KK7ALG
W7I/SR-142,USA - Idaho,ID - SouthWestern Region,Kepros Mountain,-115.9396,43.5599,2,3,40452,73050,12,45521,KQ4ECM
W7I/SR-145,USA - Idaho,ID - SouthWestern Region,Fiddler Benchmark,-115.7514,43.5145,2,3,40452,73050,2,40894,KF7DDT
W7I/SR-146,USA - Idaho,ID - SouthWestern Region,5340,-115.7917,43.4272,2,3,40452,73050,2,40903,W7IMC
W7I/SR-147,USA - Idaho,ID - SouthWestern Region,Krall Mountain,-115.6984,43.5667,2,3,40452,73050,1,40992,W7IMC
W7I/SR-149,USA - Idaho,ID - SouthWestern Region,Cavaney Hill,-116.6296,43.0507,2,3,40452,73050,1,41671,W7IMC
W7I/SR-150,USA - Idaho,ID - SouthWestern Region,Willow Ridge,-116.4493,44.2058,2,3,40452,73050,1,40999,W7IMC
W7I/SR-151,USA - Idaho,ID - SouthWestern Region,5235,-115.5677,43.388,2,3,40452,73050,1,41693,W7IMC
W7I/SR-152,USA - Idaho,ID - SouthWestern Region,5180,-116.6879,43.225,2,3,40452,73050,2,45675,KK7MMN
W7I/SR-153,USA - Idaho,ID - SouthWestern Region,Plan  B Peak,-115.8361,43.56,2,3,40452,73050,4,43224,K7MK
W7I/SR-156,USA - Idaho,ID - SouthWestern Region,Peck Mountain,-116.6115,44.8624,2,3,40452,73050,2,44728,N7KOM
W7I/SR-157,USA - Idaho,ID - SouthWestern Region,Pole Creek Top,-117.0227,43.3676,2,3,40452,73050,2,41634,N7NGO
W7I/SR-158,USA - Idaho,ID - SouthWestern Region,Flat Benchmark,-115.8194,43.5055,2,3,40452,73050,1,40900,W7IMC
W7I/SR-160,USA - Idaho,ID - SouthWestern Region,Shares Snout,-116.8252,43.3768,1,0,40452,73050,3,44557,N7NGO
W7I/SR-162,USA - Idaho,ID - SouthWestern Region,4749,-116.7319,43.2614,1,0,40452,73050,2,44946,KK7ISX
W7I/SR-163,USA - Idaho,ID - SouthWestern Region,Teapot Dome,-115.5171,43.1745,1,0,40452,73050,11,45008,KJ7GRQ
W7I/SR-167,USA - Idaho,ID - SouthWestern Region,Kodiak Peak,-116.0283,43.5563,1,0,40452,73050,28,45625,KK7MMN
W7I/SR-181,USA - Idaho,ID - SouthWestern Region,Regan Butte,-116.3476,43.9299,1,0,40452,73050,2,41011,AE7LD
W7I/SR-187,USA - Idaho,ID - SouthWestern Region,5380,-115.9426,43.5292,2,3,43647,73050,12,45521,KQ4ECM
W7I/VC-023,USA - Idaho,ID - Valley County,Pistol Rock,-115.3893,44.7882,6,3,40452,73050,1,42553,KF7NOZ
W7I/VC-040,USA - Idaho,ID - Valley County,Chilcoot Peak,-115.4223,44.7699,6,3,40452,73050,1,42553,KF7NOZ
W7I/VC-066,USA - Idaho,ID - Valley County,Blue Bunch Mountain,-115.2752,44.4783,6,3,40452,73050,1,43288,K7MK
W7I/VC-074,USA - Idaho,ID - Valley County,Rice Peak,-115.6278,44.5068,6,3,40452,73050,1,41516,W7IMC
W7I/VC-086,USA - Idaho,ID - Valley County,8610,-115.9639,45.0905,6,3,40452,73050,1,42987,K7MK
W7I/VC-099,USA - Idaho,ID - Valley County,Black Tip Mountain,-116.0815,45.1528,6,3,40452,73050,1,44767,K7TPH
W7I/VC-110,USA - Idaho,ID - Valley County,Boulder Mountain,-115.9382,44.8812,6,3,40452,73050,5,45111,K7MK
W7I/VC-116,USA - Idaho,ID - Valley County,Jughandle Mountain,-115.9576,44.8429,6,3,40452,73050,5,45150,N7KPP
W7I/VC-120,USA - Idaho,ID - Valley County,Bear Valley Mountain,-115.3816,44.458,6,3,40452,73050,1,44380,KG7VLX
W7I/VC-126,USA - Idaho,ID - Valley County,8256,-116.1366,45.1377,6,3,40452,73050,1,45556,K7TPH
W7I/VC-136,USA - Idaho,ID - Valley County,8180,-115.5171,44.2471,6,3,40452,73050,1,41868,W7IMC
W7I/VC-143,USA - Idaho,ID - Valley County,Tripod Peak,-116.1282,44.3839,6,3,40452,73050,7,45508,KK7PRO
W7I/VC-156,USA - Idaho,ID - Valley County,Buck Mountain,-115.5664,44.6882,6,3,40452,73050,1,41517,W7IMC
W7I/VC-158,USA - Idaho,ID - Valley County,East Mountain,-115.8702,44.442,6,3,40452,73050,6,45513,KK7PRO
W7I/VC-162,USA - Idaho,ID - Valley County,Eagle Nest,-115.9419,44.6074,6,3,40452,73050,1,41827,W7IMC
W7I/VC-163,USA - Idaho,ID - Valley County,7620,-115.5149,44.6972,6,3,40452,73050,1,41517,W7IMC
W7I/VC-169,USA - Idaho,ID - Valley County,7288,-114.9389,45.1823,4,3,40452,73050,1,44795,AE7AP
W7I/VC-179,USA - Idaho,ID - Valley County,6335,-115.6442,44.366,4,3,40452,73050,1,45138,KK7ISX
W7I/VC-182,USA - Idaho,ID - Valley County,6062,-115.966,44.7368,4,3,40452,73050,1,41826,W7IMC
W7I/VC-184,USA - Idaho,ID - Valley County,Kline Mountain,-115.6893,44.6501,2,3,40452,73050,1,41784,W7IMC
W7I/VC-186,USA - Idaho,ID - Valley County,5612,-116.0457,44.3522,2,3,40452,73050,1,42658,K7MK
W7I/VC-188,USA - Idaho,ID - Valley County,8995,-115.3928,45.1907,6,3,43647,73050,1,45550,KN0MAP
W7I/VC-193,USA - Idaho,ID - Valley County,Snowbank Mountain,-116.1258,44.44,6,3,43647,73050,3,45507,KK7PRO
W7M/BE-001,USA - Montana,MT - Beaverhead County,Tweedy Mountain,-112.9654,45.4804,10,3,40452,73050,1,43309,AE7AP
W7M/BE-002,USA - Montana,MT - Beaverhead County,Torrey Mountain,-112.973,45.456,10,3,40452,73050,1,43708,AE7AP
W7M/BE-009,USA - Montana,MT - Beaverhead County,Homer Youngs Peak,-113.6774,45.3111,10,3,40452,73050,1,42958,K7VK
W7M/BE-011,USA - Montana,MT - Beaverhead County,Baldy Mountain,-113.0262,45.3558,10,3,40452,73050,1,44037,AE7AP
W7M/BE-032,USA - Montana,MT - Beaverhead County,Comet Mountain,-113.0439,45.4596,8,3,40452,73050,3,44419,K7VK
W7M/BE-111,USA - Montana,MT - Beaverhead County,Johnson RM Benchmark,-113.7131,45.838,6,3,40452,73050,1,42259,AE7AP
W7M/BE-162,USA - Montana,MT - Beaverhead County,8105,-113.7632,45.6895,6,3,40452,73050,1,42656,K7VK
W7M/BE-165,USA - Montana,MT - Beaverhead County,7967,-112.4651,44.692,6,3,40452,73050,1,41051,W7IMC
W7M/BE-169,USA - Montana,MT - Beaverhead County,Greenstone Mountain,-112.8039,45.4183,6,3,40452,73050,2,45639,KO7KOA
W7M/BE-176,USA - Montana,MT - Beaverhead County,Gray Benchmark,-113.0013,45.0968,6,3,40452,73050,1,44736,W7LIX
W7M/BE-177,USA - Montana,MT - Beaverhead County,Bachelor Mountain,-113.1525,45.0691,6,3,40452,73050,1,45045,AE7AP
W7M/BE-179,USA - Montana,MT - Beaverhead County,Badger Benchmark,-112.9406,45.2056,6,3,40452,73050,5,45548,N0DNF
W7M/BE-180,USA - Montana,MT - Beaverhead County,7502,-113.1414,45.8671,6,3,40452,73050,1,44730,AE7AP
W7M/BE-181,USA - Montana,MT - Beaverhead County,Taylor Benchmark,-113.145,45.1171,4,3,40452,73050,1,43590,AE7AP
W7M/BE-182,USA - Montana,MT - Beaverhead County,South Badger Ridge,-112.9597,45.1713,4,3,40452,73050,2,43993,W7LIX
W7M/BE-183,USA - Montana,MT - Beaverhead County,7388,-112.9349,45.2604,4,3,40452,73050,3,45495,KJ7GRQ
W7M/BE-184,USA - Montana,MT - Beaverhead County,7350,-112.9896,45.135,4,3,40452,73050,2,43995,N0DNF
W7M/BE-189,USA - Montana,MT - Beaverhead County,7027,-112.7481,45.6804,4,3,40452,73050,3,45605,KO7KOA
W7M/BE-192,USA - Montana,MT - Beaverhead County,6885,-112.7665,45.662,4,3,40452,73050,3,45564,KO7KOA
W7M/BE-193,USA - Montana,MT - Beaverhead County,6619,-112.9167,45.0007,4,3,40452,73050,1,44455,VA6MPM/W7
W7M/BE-199,USA - Montana,MT - Beaverhead County,6018,-112.6059,45.3959,2,3,42552,73050,2,45638,KO7KOA
W7M/BR-005,USA - Montana,MT - Butte Region,Lone Mountain,-111.4506,45.2782,10,3,40452,73050,3,43345,W2RUN
W7M/BR-023,USA - Montana,MT - Butte Region,Hollowtop Mountain,-112.0082,45.6115,10,3,40452,73050,3,43302,KE7JWP
W7M/BR-024,USA - Montana,MT - Butte Region,Sunset Peak,-112.1466,44.856,10,3,40452,73050,1,43304,KE7JWP
W7M/BR-026,USA - Montana,MT - Butte Region,Granite Peak,-112.043,45.5655,10,3,40452,73050,1,44772,AE7AP
W7M/BR-027,USA - Montana,MT - Butte Region,Hogback Mountain,-112.1239,44.8944,10,3,40452,73050,1,43305,KE7JWP
W7M/BR-028,USA - Montana,MT - Butte Region,Black Butte,-111.8551,44.9041,10,3,40452,73050,2,43673,W7DOA
W7M/BR-037,USA - Montana,MT - Butte Region,Thompson Peak,-112.0216,45.5293,8,3,40452,73050,2,43323,AE7AP
W7M/BR-053,USA - Montana,MT - Butte Region,Table Mountain,-112.4617,45.7427,8,3,40452,73050,2,45526,KO7KOA
W7M/BR-061,USA - Montana,MT - Butte Region,10136,-112.4815,45.7531,8,3,40452,73050,3,45526,KO7KOA
W7M/BR-062,USA - Montana,MT - Butte Region,10100,-111.5019,45.3953,8,3,40452,73050,1,45576,KO7KOA
W7M/BR-069,USA - Montana,MT - Butte Region,10007,-111.8187,44.8921,8,3,40452,73050,1,43673,AE7AP
W7M/BR-071,USA - Montana,MT - Butte Region,Little Rainbow Mountain,-113.2562,46.0553,8,3,40452,73050,3,45561,KO7KOA
W7M/BR-079,USA - Montana,MT - Butte Region,Mount Tiny,-113.2743,46.0592,8,3,40452,73050,2,45561,KO7KOA
W7M/BR-093,USA - Montana,MT - Butte Region,Monument Hill,-111.86,44.8666,8,3,40452,73050,2,43673,AE7AP
W7M/BR-095,USA - Montana,MT - Butte Region,Mount Fleecer,-112.8019,45.8264,8,3,40452,73050,1,45484,KO7KOA
W7M/BR-108,USA - Montana,MT - Butte Region,8765,-112.2945,45.2451,6,3,40452,73050,1,43345,W7DOA
W7M/BR-115,USA - Montana,MT - Butte Region,Burnt Mountain,-112.8275,45.9333,6,3,40452,73050,1,45541,KO7KOA
W7M/BR-116,USA - Montana,MT - Butte Region,Negro Mountain,-112.6094,45.7299,6,3,40452,73050,2,45515,KO7KOA
W7M/BR-117,USA - Montana,MT - Butte Region,McCartney Mountain,-112.6223,45.5292,6,3,40452,73050,1,42861,AE7AP
W7M/BR-120,USA - Montana,MT - Butte Region,Mount Humbug,-112.6111,45.7932,6,3,40452,73050,2,45479,KO7KOA
W7M/BR-124,USA - Montana,MT - Butte Region,Limekiln Hill,-112.4595,45.8151,6,3,40452,73050,2,45324,KO7KOA
W7M/BR-125,USA - Montana,MT - Butte Region,Garrity Mountain,-113.0904,46.1455,6,3,40452,73050,1,45583,KO7KOA
W7M/BR-127,USA - Montana,MT - Butte Region,Bell Peak,-112.6147,45.4974,6,3,40452,73050,1,42861,AE7AP
W7M/BR-128,USA - Montana,MT - Butte Region,Silver Hill,-113.2324,46.1398,6,3,40452,73050,2,45585,KO7KOA
