SummitCode,AssociationName,RegionName,SummitName,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
4O/IC-001,Montenegro,Istok Crne Gore,Maja Rosit,19.8505,42.4795,10,3,43525,73050,1,44769,4O/SQ9MDF/P
4O/IC-006,Montenegro,Istok Crne Gore,Hajla,20.1388,42.7575,10,3,43525,73050,1,44450,4O/S55VN/P
4O/IC-012,Montenegro,Istok Crne Gore,Plana (Bandera),19.8863,42.6101,10,3,43525,73050,1,45116,4O/YU1CA/P
4O/IC-018,Montenegro,Istok Crne Gore,Maja Bors,19.9061,42.5077,8,3,43525,73050,2,44768,4O/SQ9NOT/P
4O/IC-025,Montenegro,Istok Crne Gore,Vaganica,20.0003,42.6892,8,3,43525,73050,1,45115,4O/YU1CA/P
4O/IC-029,Montenegro,Istok Crne Gore,Planinica,20.015,42.6824,8,3,43525,73050,1,45115,4O/YU1CA/P
4O/IC-034,Montenegro,Istok Crne Gore,Prijedolska glava,19.9357,42.7021,8,3,43525,73050,1,45116,4O/YU1CA/P
4O/IC-035,Montenegro,Istok Crne Gore,Ogorela glava,19.6238,42.8648,8,3,43525,73050,1,45557,4O/IN3EHQ/P
4O/IC-055,Montenegro,Istok Crne Gore,Å½ilindar,20.0122,43.0425,6,3,43525,73050,1,44719,4O/YU4MNO
4O/JC-001,Montenegro,Jug Crne Gore,ZubaÄki kabao,18.5442,42.569,8,3,43525,73050,1,44382,4O/YU4MNO/P
4O/JC-002,Montenegro,Jug Crne Gore,Å tirovnik,18.8187,42.3993,6,3,43525,73050,3,45351,4O/YU1CA/P
4O/JC-003,Montenegro,Jug Crne Gore,Subra,18.5381,42.5243,6,3,43525,73050,2,44790,4O/YU4MNO/P
4O/JC-004,Montenegro,Jug Crne Gore,Jezerski vrh,18.8376,42.4,6,3,43525,73050,22,45565,4O/S56LXN/P
4O/JC-005,Montenegro,Jug Crne Gore,Babljak,18.8202,42.3885,6,3,43525,73050,6,45566,4O/DJ2TG
4O/JC-006,Montenegro,Jug Crne Gore,Rumija,19.1888,42.1031,6,3,43525,73050,3,44772,4O/SQ9NOT/P
4O/JC-008,Montenegro,Jug Crne Gore,Odijevo,18.5289,42.5074,6,3,43525,73050,2,44790,4O/YU4MNO/P
4O/JC-009,Montenegro,Jug Crne Gore,TreÅ¡tenski vrh,18.8425,42.3722,6,3,43525,73050,6,45565,4O/DJ2TG
4O/JC-011,Montenegro,Jug Crne Gore,Ubaljski Kabao,18.5908,42.508,6,3,43525,73050,2,44791,4O/YU4MNO/P
4O/JC-012,Montenegro,Jug Crne Gore,Siljevik,18.5634,42.5021,6,3,43525,73050,3,44790,4O/YU4MNO/P
4O/JC-015,Montenegro,Jug Crne Gore,BaÅ¡tik,18.6149,42.5216,6,3,43525,73050,1,44791,4O/YU4MNO/P
4O/JC-016,Montenegro,Jug Crne Gore,LoÅ¡ka,19.1733,42.0648,6,3,43525,73050,3,44770,4O/SQ9NOT/P
4O/JC-018,Montenegro,Jug Crne Gore,Mrajanik,18.8003,42.4385,4,3,43525,73050,1,44680,4O/YU0W/P
4O/JC-025,Montenegro,Jug Crne Gore,Velji vrh,18.6803,42.5582,4,3,43525,73050,1,44382,4O/YU4MNO/P
4O/JC-033,Montenegro,Jug Crne Gore,Vrsuta,19.086,42.1537,4,3,43525,73050,6,45559,4O/IN3EHQ/P
4O/JC-055,Montenegro,Jug Crne Gore,Velji KosmaÄ,18.9328,42.2318,2,0,43525,73050,1,45507,4O/SQ9JTR/P
4O/JC-057,Montenegro,Jug Crne Gore,Ilijino brdo,18.7093,42.4984,2,0,43525,73050,1,44375,4O/YU4MNO/P
4O/JC-058,Montenegro,Jug Crne Gore,Ilino brdo,19.0099,42.2037,2,0,43525,73050,1,45151,4O/SQ9MDN/P
4O/JC-061,Montenegro,Jug Crne Gore,Rasovac,19.2382,42.0343,2,0,43525,73050,1,45125,4O/S57NJM/P
4O/JC-062,Montenegro,Jug Crne Gore,Devesilje,18.6182,42.4649,2,0,43525,73050,1,45563,4O/DJ2TG
4O/JC-063,Montenegro,Jug Crne Gore,Sveti Ilija,18.7313,42.4486,2,0,43525,73050,2,44676,4O/YU0W/P
4O/JC-065,Montenegro,Jug Crne Gore,Velji vrh,18.7133,42.4591,2,0,43525,73050,2,44676,4O/YU0W/P
4O/JC-072,Montenegro,Jug Crne Gore,Kobilica,19.2114,41.977,2,0,43525,73050,1,44464,4O4A/P
4O/JC-074,Montenegro,Jug Crne Gore,Obosnik,18.6108,42.4092,2,0,43525,73050,6,45361,4O/E73DX
4O/JC-077,Montenegro,Jug Crne Gore,Velji grad,19.015,42.1515,1,0,43525,73050,4,45509,4O/SQ9JTR/P
4O/JC-082,Montenegro,Jug Crne Gore,KomaraÅ¡tik,19.0722,42.2888,1,0,43525,73050,2,45095,4O/SP9PND/P
4O/JC-086,Montenegro,Jug Crne Gore,PrÄja glava,18.7362,42.3455,1,0,43525,73050,2,43701,4O/YO6PIB/P
4O/JC-089,Montenegro,Jug Crne Gore,Spas,18.823,42.2837,1,0,43525,73050,7,45512,4O/SQ9JTR/P
4O/JC-093,Montenegro,Jug Crne Gore,Velji vrh,19.1309,42.2745,1,0,43525,73050,1,45205,4O/SP3LRS/P
4O/JC-098,Montenegro,Jug Crne Gore,Stolovi,19.1894,42.3243,1,0,43525,73050,1,43631,4O/SQ9MDN/P
4O/ZC-001,Montenegro,Zapad Crne Gore,Bobotov kuk,19.0348,43.1281,10,3,43525,73050,6,45558,4O/IN3EHQ/P
4O/ZC-002,Montenegro,Zapad Crne Gore,Å ljeme,19.0648,43.1141,10,3,43525,73050,4,45484,4O/YU5MNO/P
4O/ZC-003,Montenegro,Zapad Crne Gore,Veliki Vitao,18.7571,43.2255,10,3,43525,73050,1,44692,4O/YU4MNO/P
4O/ZC-004,Montenegro,Zapad Crne Gore,PrutaÅ¡,19.0013,43.1267,10,3,43525,73050,4,45514,4O/YU5MNO/P
4O/ZC-005,Montenegro,Zapad Crne Gore,Veliki MagliÄ‡ (Crnogorski MagliÄ‡),18.7357,43.2759,10,3,43525,73050,1,43759,40/HB9DUM/P
4O/ZC-009,Montenegro,Zapad Crne Gore,Sedlena greda,19.0536,43.088,10,3,43525,73050,7,45567,4O/DJ2TG
4O/ZC-010,Montenegro,Zapad Crne Gore,Lastva,19.2491,42.8395,10,3,43525,73050,1,44378,4O/YU4MNO/P
4O/ZC-013,Montenegro,Zapad Crne Gore,Å tuoc,19.0456,43.169,10,3,43525,73050,3,45604,4O/YU5MNO/P
4O/ZC-014,Montenegro,Zapad Crne Gore,Raklje,18.9833,43.1393,10,3,43525,73050,1,45514,4O/YU5MNO/P
4O/ZC-015,Montenegro,Zapad Crne Gore,RuÅ¾ica,18.9752,43.1104,8,3,43525,73050,1,44778,4O/SQ9MDF/P
4O/ZC-016,Montenegro,Zapad Crne Gore,StoÅ¾ac,19.2545,42.8094,8,3,43525,73050,1,44378,4O/YU4MNO/P
4O/ZC-017,Montenegro,Zapad Crne Gore,MeÄ‘eÄ‘i vrh,19.2863,42.7302,8,3,43525,73050,1,44379,4O/YU4MNO/P
4O/ZC-019,Montenegro,Zapad Crne Gore,Kurozeb,19.2409,42.7549,8,3,43525,73050,1,44379,4O/YU4MNO/P
4O/ZC-024,Montenegro,Zapad Crne Gore,Vojnovac,19.2675,42.8223,8,3,43525,73050,1,44378,4O/YU4MNO/P
4O/ZC-029,Montenegro,Zapad Crne Gore,Veliki Å½urim,19.1836,42.8344,8,3,43525,73050,1,44377,4O/YU4MNO/P
4O/ZC-031,Montenegro,Zapad Crne Gore,Suvor,18.7688,43.185,8,3,43525,73050,1,44692,4O/YU4MNO/P
4O/ZC-034,Montenegro,Zapad Crne Gore,Orlovac,18.6798,43.1911,8,3,43525,73050,1,44693,4O/YU4MNO/P
4O/ZC-035,Montenegro,Zapad Crne Gore,RuÅ¾ica,18.7655,43.0923,8,3,43525,73050,1,44691,4O/YU4MNO/P
4O/ZC-038,Montenegro,Zapad Crne Gore,Borovnik,19.1526,42.8239,8,3,43525,73050,1,44377,4O/YU4MNO/P
4O/ZC-043,Montenegro,Zapad Crne Gore,Dobreljica,18.6981,43.0947,8,3,43525,73050,1,44691,4O/YU4MNO/P
4O/ZC-045,Montenegro,Zapad Crne Gore,Kuk,18.6944,43.21,8,3,43525,73050,1,44693,4O/YU4MNO/P
4O/ZC-053,Montenegro,Zapad Crne Gore,Velika Orujica,19.2106,43.0644,8,3,43525,73050,1,45510,4O/YU5MNO/P
4O/ZC-055,Montenegro,Zapad Crne Gore,Vagan,18.894,43.219,8,3,43525,73050,1,44690,4O/YU4MNO/P
4O/ZC-079,Montenegro,Zapad Crne Gore,Crni vrh,19.3351,43.179,6,3,43525,73050,1,45500,4O/S57NJM/P
4O/ZC-081,Montenegro,Zapad Crne Gore,RazvrÅ¡je,18.7776,43.1406,6,3,43525,73050,3,44693,4O/YU4MNO/P
4O/ZC-083,Montenegro,Zapad Crne Gore,KozlinovaÄa,19.2871,43.1813,6,3,43525,73050,2,45569,4O/DJ2TG
4O/ZC-099,Montenegro,Zapad Crne Gore,Zavorovi,18.8571,43.1407,4,3,43525,73050,2,43724,4O/HA8LLH
4O/ZC-118,Montenegro,Zapad Crne Gore,ToviÄ‡,19.0006,42.8106,4,3,43525,73050,2,44777,4O/SQ9MDF/P
4O/ZC-119,Montenegro,Zapad Crne Gore,Rarski rog,19.7561,43.1617,4,3,43525,73050,1,44678,YU4MNO
4X/NI-001,Israel,North Israel,Mount Meron,35.4137,32.99765,10,3,42979,73050,5,45047,4X/KC0NAH
4X/NI-002,Israel,North Israel,4X/NI-002,35.3723,33.0323,8,0,42979,73050,6,45047,4X/KC0NAH
4X/NI-003,Israel,North Israel,4X/NI-003,35.5034,32.9839,8,0,42979,73050,3,45047,4X/KC0NAH
4X/NI-004,Israel,North Israel,4X/NI-004,35.3409,33.0114,6,0,42979,73050,3,44731,4Z5OI/P
4X/NI-005,Israel,North Israel,Kamon,35.3617,32.9086,6,0,42979,73050,1,45099,4X6FB/P
4X/NI-006,Israel,North Israel,4X/NI-006,35.4028,32.9,4,0,42979,73050,1,44287,4Z5OI/P
4X/NI-007,Israel,North Israel,4X/NI-007,35.3354,32.7227,4,0,42979,73050,1,43103,4X/W1DMH
4X/NI-008,Israel,North Israel,Mount Tabor,35.3896,32.6873,4,0,42979,73050,3,45090,4X6FB/P
4X/NI-009,Israel,North Israel,4X/NI-009,35.3745,32.7961,2,0,42979,73050,2,45089,4Z5OT
4X/NI-010,Israel,North Israel,Mount Carmel,35.05,32.7304,2,0,42979,73050,4,45247,4X6FB/P
4X/NI-013,Israel,North Israel,4X/NI-013,35.3737,32.8487,2,0,42979,73050,1,44150,4Z5OI/P
4X/NI-014,Israel,North Israel,4X/NI-014,35.5186,32.6742,1,0,42979,73050,1,44849,4Z5OI/P
4X/NI-015,Israel,North Israel,4X/NI-015,35.5213,32.5956,1,0,42979,73050,4,45418,4X/SQ9MDN/P
4X/SI-001,Israel,South Israel,Mount Ramon,34.6358,30.5024,8,0,42979,73050,3,44694,4Z5OT
5B/CY-001,Cyprus,Cyprus,Î§Î¹Î¿Î½Î¯ÏƒÏ„ÏÎ± (Chionistra),32.8644,34.9364,10,3,43497,73050,26,45617,5B/HB9HCS/P
5B/CY-002,Cyprus,Cyprus,ÎœÎ±Î´Î±ÏÎ® (Madari),32.9946,34.9549,10,3,43497,73050,18,45661,5B4AQX/P
5B/CY-003,Cyprus,Cyprus,Î Î±Ï€Î¿ÏÏ„ÏƒÎ± (Papoutsa),33.0586,34.8997,10,3,43497,73050,9,45617,5B/HB9HCS/P
5B/CY-004,Cyprus,Cyprus,ÎšÎ¹ÏŒÎ½Î¹Î± (Kionia),33.1922,34.9203,10,3,43497,73050,2,45615,5B/HB9HCS/P
5B/CY-005,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î·Ï‚ Î¤ÏÎµÎ¼ÎµÎ¸Î¿Ï…ÏƒÎ¬ÏÎ±Ï‚ (Moutti tis Tremethousaras),32.6808,34.9947,10,3,43497,73050,6,45622,5B4AQX/P
5B/CY-006,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î¿Ï…Ï‚ Î£Î¹Î»Î»Î»Î¹Î½Î¹Î´ÎµÏ‚ (Moutti tous Chillinides),33.1489,34.9081,10,3,43497,73050,2,45615,5B/HB9HCS/P
5B/CY-007,Cyprus,Cyprus,Î˜ÏÎ¿Î½Î¯ (Throni),32.7311,34.9828,10,3,43497,73050,7,45620,5B/HB9HCS/P
5B/CY-008,Cyprus,Cyprus,ÎšÎ¿ÎºÎºÎ¹Î½ÏŒÎºÏÎµÎ¼Î¼Î¿Ï‚ (Kokkinokremmos),32.7378,34.955,8,0,43497,73050,1,45620,5B/HB9HCS/P
5B/CY-009,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î·Ï‚ Î–Î±Ï‡Î±ÏÎ¿ÏÏ‚ (Moutti tis Zacharous),32.6214,35.0478,8,0,43497,73050,1,43891,5B/AI4SV
5B/CY-010,Cyprus,Cyprus,ÎœÎ±Ï…ÏÎ¿Î³Î­Î½Î·Ï‚ (Mavrogenis),32.7622,34.9708,8,0,43497,73050,2,44269,5B4APL/P
5B/CY-011,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î·Ï‚ Î›Î±ÎºÎµÏÎ®Ï‚ (Moutti tis Lakeris),33.1083,34.9469,8,0,43497,73050,2,43603,5B/SQ9NOT/P
5B/CY-012,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î¿Ï… Î‘Ï†Î¬Î¼Î· (Moutti tou Afami),32.8408,34.8517,8,0,43497,73050,6,45358,5B/HA8PX
5B/CY-013,Cyprus,Cyprus,Î ÏÎ¿Ï†Î®Ï„Î·Ï‚ Î—Î»Î¯Î±Ï‚ (Profitis Elias),32.6331,34.9042,8,0,43497,73050,6,45619,5B/HB9HCS/P
5B/CY-014,Cyprus,Cyprus,Î£Î­Î»Î»Î± (Sella),32.7836,34.8625,6,0,43497,73050,4,45569,5B/HB9JOE/P
5B/CY-015,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î·Ï‚ Î Î±Ï€Î±Î¸ÎºÎ¹Î¬Ï‚ (Moutti tis Papadias),32.7353,35.0233,6,0,43497,73050,3,45622,5B4AQX/P
5B/CY-016,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î¿Ï…Ï‚ Î‘Î½Î­Î¼Î¿Ï…Ï‚ (Moutti tous Anemous),32.6413,34.9476,6,0,43497,73050,2,43602,5B/SQ9MDF/P
5B/CY-017,Cyprus,Cyprus,5B/CY-017,33.0456,34.8222,6,0,43497,73050,7,45651,5B/DL6GCA/P
5B/CY-018,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î¿Ï…Ï‚ Î¦ÏÏ„Î¹Î»Î»Î¿Ï…Ï‚ (Moutti tous Fitillous),32.6358,35.0817,6,0,43497,73050,1,43891,5B/AI4SV
5B/CY-020,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î¿Ï… Î¤ÏÎ¬Î³Î³Î¿Ï…Î½Î± (Moutti tou Tragouna),32.7317,35.0839,6,0,43497,73050,1,44367,5B4APL/P
5B/CY-021,Cyprus,Cyprus,Î–Î±Î»Î±ÎºÎ¬Ï‚ (Zalakas),32.9294,34.8475,6,0,43497,73050,6,45651,5B/DL6GCA/P
5B/CY-022,Cyprus,Cyprus,Î§Î±Î»Î¬Î¶Î·Ï‚ (Chalazis),33.1144,34.9794,6,0,43497,73050,1,45383,5B/SP9WZS/P
5B/CY-023,Cyprus,Cyprus,Î§Î¿Î½Ï„ÏÎ¿Î²Î¿ÏÎ½Î±ÏÎ¿Ï‚ (Khondrovounaros),32.555,35.0694,4,0,43497,73050,1,45365,5B/SP9HGN/P
5B/CY-024,Cyprus,Cyprus,ÎšÎ±ÏÏÎ±Î¼Î¿ÏÎ´Î¹ (Karramoudi),32.7033,34.8678,4,0,43497,73050,3,44066,5B4APL/P
5B/CY-025,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î¿Ï… Î”Î¯Î± (Moutti tou Dia),33.0031,34.8381,4,0,43497,73050,3,44275,5B4APL/P
5B/CY-026,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î¿Ï… Î§Î±ÏÎ­ÏÎ· (Moutti tou Chareri),32.6792,35.0753,4,0,43497,73050,1,44353,5B4APL/P
5B/CY-027,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î¿Ï… Î§Î¿Î½Ï„ÏÎ¿Ï (Moutti tou Khondrou),32.7708,35.0856,4,0,43497,73050,1,44001,5B4APL/P
5B/CY-028,Cyprus,Cyprus,Î£Î¹Î½ÏŒÎ±Ï‚ (Sinoas),33.1744,34.8058,4,0,43497,73050,9,45671,5B/M0EFI/P
5B/CY-029,Cyprus,Cyprus,Î¤Î¿Ï†Î¿ÏÎ»Î¹Î± (Tophoulia),32.7872,34.7825,4,0,43497,73050,13,45648,5B/DL6GCA/P
5B/CY-030,Cyprus,Cyprus,ÎœÏŒÎ½Î±ÏƒÏ„ÏÎ¿Î½ (Monastron),32.6723,34.8149,4,0,43497,73050,4,45273,5B/G8JSM/P
5B/CY-031,Cyprus,Cyprus,Î’ÏÎ¬Ï‡Î¿Ï‚ Î”Î¿ÏÎ¬ (Rock Dhora),32.7288,34.7758,4,0,43497,73050,12,45648,5B/DL6GCA/P
5B/CY-032,Cyprus,Cyprus,ÎœÎ¿ÏƒÏ†Î¹Î»ÎµÏÎ® (Mosfileri),32.9761,34.8022,4,0,43497,73050,9,45650,5B/DL6GCA/P
5B/CY-033,Cyprus,Cyprus,Î’Î¿Ï…Î½Î¯ (Vouni),32.5525,34.9314,4,0,43497,73050,5,45650,5B/DL6GCA/P
5B/CY-034,Cyprus,Cyprus,Î‘Ï„ÏŒÎ¼Î¿Ï…Ï„Ï„Î· (Atomoutti),33.3144,34.9214,2,0,43497,73050,3,45652,5B/DL6GCA/P
5B/CY-035,Cyprus,Cyprus,ÎœÎ±Î¶Î¯ (Mazi),32.4391,34.8958,2,0,43497,73050,9,45650,5B/DL6GCA/P
5B/CY-036,Cyprus,Cyprus,Î Î±Ï‡Î¹Î¬ ÎœÎ¿ÏÏ„Ï„Î· (Pachia Moutti),32.5481,35,2,0,43497,73050,1,43827,5B/AI4SV
5B/CY-037,Cyprus,Cyprus,Î£Ï„Î±Ï…ÏÎ¿Î²Î¿ÏÎ½Î¹ (Stavrovouni),33.4353,34.8858,2,0,43497,73050,1,45062,5B/HB9ELZ/P
5B/CY-038,Cyprus,Cyprus,Î‘Î»ÎµÏƒÏ„ÏŒÏ‚ (Alestos),33.0225,35.0331,2,0,43497,73050,1,43826,5B/AI4SV
5B/CY-039,Cyprus,Cyprus,ÎœÎµÏÏƒÎ¹Î½Î¹Î¬ (Mersinia),32.8308,34.7669,2,0,43497,73050,9,45649,5B/DL6GCA/P
5B/CY-040,Cyprus,Cyprus,ÎšÎ¿ÏÎ¼Î±Î½Î± (Koumana),33.0242,34.7869,2,0,43497,73050,5,45651,5B/DL6GCA/P
5B/CY-041,Cyprus,Cyprus,ÎœÎ¿ÏÏ„Ï„Î· Ï„Î¿Ï… Î›Ï‰ÏÏŒÎ²Î¿Ï…Î½Î¿Ï… (Moutti tou Lorovounou),32.5972,35.1439,2,0,43497,73050,1,44001,5B4APL/P
5B/CY-042,Cyprus,Cyprus,5B/CY-042,32.4539,34.8581,2,0,43497,73050,10,45650,5B/DL6GCA/P
5B/CY-043,Cyprus,Cyprus,ÎšÏÎµÎ±Ï„ÏŒÏ‚ (Kreatos),33.1397,35.0472,2,0,43497,73050,4,44980,5B/OE5JKL/P
5B/CY-044,Cyprus,Cyprus,ÎžÏ…Î»Î¹Î¬Ï‚ (Xylias),33.3772,34.9369,2,0,43497,73050,7,45672,5B/M0EFI/P
5B/CY-045,Cyprus,Cyprus,ÎšÎ¿ÎºÎºÎ¹Î½ÏŒÎ²Î¿Ï…Ï€Ï€Î¿Ï‚ (Kokkinovouppos),32.4839,35.0092,1,0,43497,73050,2,44986,5B/OE5JKL/P
5B/CY-046,Cyprus,Cyprus,Î Î¯Ï€Î·Ï‚ (Pipis),33.4283,34.9361,1,0,43497,73050,14,45673,5B/M0EFI/P
5B/CY-047,Cyprus,Cyprus,ÎÎ­Î¿Î½ Î‘Ï€Ï€Î¹Î´Î¬ÎºÎ¹ (Neon appidhaki),33.4606,34.9328,1,0,43497,73050,7,45670,5B/M0EFI/P
5B/CY-048,Cyprus,Cyprus,ÎšÎ¿ÏÏ†Î® (Korfi),33.0981,34.7428,1,0,43497,73050,3,45653,5B/DL6GCA/P
8P/BB-001,Barbados,Barbados,Mount Hillaby,-59.5821,13.2109,1,0,44348,73050,4,45546,8P9BW
9A/DH-001,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Dinara,16.38299,44.06252,10,3,42309,73050,19,45411,9A/SP9LPK/P
9A/DH-002,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Sveti Jure,17.0538,43.34206,10,3,42309,73050,17,45412,9A/SP9LPK/P
9A/DH-003,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Sveti Ilija,16.99712,43.37149,10,3,42309,73050,10,45437,9A6CW
9A/DH-004,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Kimet,17.1121,43.28708,10,3,42309,73050,11,45412,9A/SP9LPK/P
9A/DH-005,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Svilaja,16.48491,43.79063,10,3,42309,73050,16,45672,9A3GVD/P
9A/DH-006,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Veliki Kabal,16.63733,43.52711,10,3,42309,73050,17,45620,9A/E77Z/P
9A/DH-007,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Sveti Jure,16.69208,43.48933,10,3,42309,73050,15,45381,9A6CW
9A/DH-008,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Veliki Å ibenik,17.25798,43.27607,10,3,42309,73050,6,44776,9A6CW
9A/DH-010,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Lisina,16.38238,43.85581,10,3,42309,73050,9,44866,9A6CW
9A/DH-011,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Tovarnica,16.92882,43.64069,8,3,42309,73050,16,45661,9A6CW
9A/DH-012,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),GoliÄ‡,15.44833,44.35028,8,3,42309,73050,2,45200,9A/SP9WLG/P
9A/DH-013,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Karaula,16.5974,43.85793,8,3,42309,73050,12,45416,9A8RA/P
9A/DH-015,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Mihovil,17.24249,43.2642,8,3,42309,73050,4,44776,9A6CW
9A/DH-016,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Ilijin vrh,18.35174,42.57394,8,3,42309,73050,3,44645,9A/E70AA/P
9A/DH-017,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Bat,16.32982,43.96296,8,3,42309,73050,12,45658,9A8RA/P
9A/DH-020,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Bukovo pleÄ‡e,15.62496,44.27433,8,3,42309,73050,6,45210,9A/SP9WLG/P
9A/DH-022,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Velika Kapela,17.19415,43.19184,8,3,42309,73050,5,44478,9A8RA/P
9A/DH-023,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),ÄŒavinica,16.16981,43.92454,8,3,42309,73050,20,45531,9A/YO5MCM/P
9A/DH-024,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Zelenika,16.26971,44.10551,8,3,42309,73050,7,45206,9A8RA/P
9A/DH-025,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Bojin kuk,15.4121,44.34889,8,3,42309,73050,4,45191,9A/SP9WLG/P
9A/DH-026,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Crni vrh,15.50282,44.33105,8,3,42309,73050,3,45207,9A/SP9WLG/P
9A/DH-027,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Kunica,16.34185,43.91548,8,3,42309,73050,3,44801,9A8RA/P
9A/DH-029,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Sveti Rok,17.3328,43.21658,6,3,42309,73050,3,44534,9A8RA/P
9A/DH-030,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),VrÅ¡ina,16.30182,44.06818,6,3,42309,73050,7,44954,9A8RA/P
9A/DH-032,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Neprobic,17.91285,42.8074,6,3,42309,73050,2,44725,9A6ZE/P
9A/DH-033,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Viliki vrh,16.37434,43.77719,6,3,42309,73050,10,44891,9A6CW
9A/DH-034,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Sveti Ilija,17.15954,42.99627,6,3,42309,73050,10,45569,9A/E77Z/P
9A/DH-035,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Jovinov kuk,15.35388,44.3746,6,3,42309,73050,1,43635,9A/S50VD/P
9A/DH-036,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),LiÅ¡nica,16.7683,43.46656,6,3,42309,73050,8,45185,9A6CW
9A/DH-037,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Glavica,16.5654,43.69461,6,3,42309,73050,14,45413,9A6CW
9A/DH-038,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Maglaj,16.95037,43.55872,6,3,42309,73050,11,45277,9A6CW
9A/DH-039,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Å apaÅ¡nik,17.30873,43.15662,6,3,42309,73050,2,45010,9A6CW
9A/DH-040,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Velika Vidovica,17.19958,43.23553,6,3,42309,73050,5,44542,9A8RA/P
9A/DH-041,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Velika OrljaÄa,17.03609,43.42957,6,3,42309,73050,10,45641,9A6CW
9A/DH-042,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Tmor,17.85933,42.83385,4,3,42309,73050,1,44007,9A6ZE/P
9A/DH-043,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Veliki Vilinjak,17.07,43.4475,4,3,42309,73050,3,44443,9A6CW
9A/DH-045,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),PiljevaÄa,17.13588,43.39153,4,3,42309,73050,2,44906,9A8RA/P
9A/DH-046,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Vidakov kuk,15.46581,44.32237,4,3,42309,73050,4,45571,9A6CW
9A/DH-047,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Kula,16.73091,43.43091,4,3,42309,73050,13,45416,9A6CW
9A/DH-048,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),SidoÄ,16.99027,43.44841,4,3,42309,73050,2,43533,9A8RA/P
9A/DH-049,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Rimnica,16.90459,43.56983,4,3,42309,73050,1,44471,9A6CW
9A/DH-050,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Movran,16.41298,43.69276,4,3,42309,73050,13,45633,9A6CW
9A/DH-051,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),KrpuÅ¡njak,16.32139,43.74693,4,3,42309,73050,2,44583,9A3GVD/P
